id,unemp,wage,distance,region,avg_county_tuition
4718,5.300000191,8.090000153,0.1000000015,other,0.8891500235
3013,5.300000191,8.090000153,0.1000000015,other,0.8891500235
3554,6.099999905,7.690000057,2.5,other,1.112010002
4204,6.099999905,7.690000057,2.5,other,1.112010002
4028,6.099999905,7.690000057,2.5,other,1.112010002
1797,6.099999905,7.690000057,2.5,other,1.112010002
3976,6.099999905,7.690000057,2.5,other,1.112010002
4312,6.099999905,7.690000057,2.5,other,1.112010002
2041,6.099999905,7.690000057,2.5,other,1.112010002
581,6.5,8.090000153,3.5,other,0.8891500235
3273,6.5,8.090000153,3.5,other,0.8891500235
992,6.5,8.090000153,3.5,other,0.8891500235
2253,6.5,8.090000153,3.5,other,0.8891500235
201,5.400000095,8.090000153,1.899999976,other,0.8891500235
3870,5.400000095,8.090000153,1.899999976,other,0.8891500235
2219,13.5,7.690000057,5,other,1.112010002
1374,13.5,7.690000057,5,other,1.112010002
1511,13.5,7.690000057,5,other,1.112010002
624,13.5,7.690000057,5,other,1.112010002
3078,13.5,7.690000057,5,other,1.112010002
2567,13.5,7.690000057,5,other,1.112010002
3335,8.699999809,8.850000381,1.5,east,0.8498799801
559,8.699999809,8.850000381,1.5,east,0.8498799801
74,8.699999809,8.850000381,1.5,east,0.8498799801
291,8.699999809,8.850000381,1.5,east,0.8498799801
3962,8.699999809,8.850000381,1.5,east,0.8498799801
3942,8.699999809,8.850000381,1.5,east,0.8498799801
426,8.699999809,8.850000381,1.5,east,0.8498799801
2223,6.5,8.090000153,0.8000000119,other,0.8891500235
1620,6.5,8.090000153,0.8000000119,other,0.8891500235
1160,6.5,8.090000153,0.8000000119,other,0.8891500235
3238,6.5,8.090000153,0.8000000119,other,0.8891500235
2949,6.5,8.090000153,0.8000000119,other,0.8891500235
272,6.5,8.090000153,0.8000000119,other,0.8891500235
1771,7.800000191,7.690000057,1.799999952,other,1.112010002
3748,7.800000191,7.690000057,1.799999952,other,1.112010002
4068,7.800000191,7.690000057,1.799999952,other,1.112010002
145,7.800000191,7.690000057,1.799999952,other,1.112010002
4186,7.800000191,7.690000057,1.799999952,other,1.112010002
1756,7.800000191,7.690000057,1.799999952,other,1.112010002
3584,7.800000191,7.690000057,1.799999952,other,1.112010002
1464,7.800000191,7.690000057,1.799999952,other,1.112010002
1740,7.800000191,7.690000057,1.799999952,other,1.112010002
3642,7.800000191,7.690000057,1.799999952,other,1.112010002
3152,7.800000191,7.690000057,1.799999952,other,1.112010002
4290,7.800000191,7.690000057,1.799999952,other,1.112010002
1449,5.400000095,8.850000381,0.8000000119,other,0.8498799801
3879,5.400000095,8.850000381,0.8000000119,other,0.8498799801
2726,5.400000095,8.850000381,0.8000000119,other,0.8498799801
3555,5.400000095,8.850000381,0.8000000119,other,0.8498799801
3697,5.400000095,8.850000381,0.8000000119,other,0.8498799801
2173,5.400000095,8.850000381,0.8000000119,other,0.8498799801
4675,5.400000095,8.850000381,0.8000000119,other,0.8498799801
4178,7.199999809,8.850000381,0.8000000119,other,0.8498799801
1833,7.199999809,8.850000381,0.8000000119,other,0.8498799801
180,7.199999809,8.850000381,0.8000000119,other,0.8498799801
1512,4.400000095,8.090000153,1.5,east,0.8891500235
2879,4.400000095,8.090000153,1.5,east,0.8891500235
2027,4.400000095,8.090000153,1.5,east,0.8891500235
1708,4.400000095,8.090000153,1.5,east,0.8891500235
266,4.400000095,8.090000153,1.5,east,0.8891500235
4148,4.400000095,8.090000153,1.5,east,0.8891500235
1842,4.400000095,8.090000153,1.5,east,0.8891500235
4287,4.400000095,8.090000153,1.5,east,0.8891500235
1220,4.400000095,8.090000153,1.5,east,0.8891500235
3001,6.5,8.090000153,0.200000003,other,0.8891500235
4301,6.5,8.090000153,0.200000003,other,0.8891500235
2843,6.5,8.090000153,0.200000003,other,0.8891500235
1394,6.5,8.090000153,0.200000003,other,0.8891500235
2517,6.5,8.090000153,0.200000003,other,0.8891500235
4409,6.5,8.090000153,0.200000003,other,0.8891500235
4686,5.099999905,8.850000381,0.1000000015,other,0.8498799801
3138,5.099999905,8.850000381,0.1000000015,other,0.8498799801
4344,5.099999905,8.850000381,0.1000000015,other,0.8498799801
2446,8.199999809,7.690000057,3.200000048,east,1.112010002
2878,8.199999809,7.690000057,3.200000048,east,1.112010002
2416,8.199999809,7.690000057,3.200000048,east,1.112010002
3376,8.199999809,7.690000057,3.200000048,east,1.112010002
3774,8.199999809,7.690000057,3.200000048,east,1.112010002
4447,7.199999809,8.850000381,0.6000000238,other,0.8498799801
374,10.39999962,7.690000057,0,other,1.112010002
2030,10.39999962,7.690000057,0,other,1.112010002
4408,10.39999962,7.690000057,0,other,1.112010002
1632,10.39999962,7.690000057,0,other,1.112010002
2880,10.39999962,7.690000057,0,other,1.112010002
1213,10.39999962,7.690000057,0,other,1.112010002
2367,5.5,8.090000153,0.6999999881,other,0.8891500235
4630,5.5,8.090000153,0.6999999881,other,0.8891500235
1728,5.5,8.090000153,0.6999999881,other,0.8891500235
4378,5.5,8.090000153,0.6999999881,other,0.8891500235
3262,5.099999905,8.850000381,1.5,other,0.8498799801
3692,5.099999905,8.850000381,1.5,other,0.8498799801
1849,5.099999905,8.850000381,1.5,other,0.8498799801
3532,5.099999905,8.850000381,1.5,other,0.8498799801
3574,5.099999905,8.850000381,1.5,other,0.8498799801
1607,8,9.640000343,0.3000000119,east,1.152420044
1033,8,9.640000343,0.3000000119,east,1.152420044
419,6.300000191,9.640000343,2,other,1.152420044
3605,8,9.640000343,0.1000000015,east,1.152420044
2589,8,9.640000343,0.1000000015,east,1.152420044
1452,8,9.640000343,0,east,1.152420044
1463,8,9.640000343,0,east,1.152420044
1297,8,9.640000343,0,east,1.152420044
3327,8,9.640000343,0,east,1.152420044
820,8,9.640000343,0,east,1.152420044
239,8,9.640000343,0.400000006,east,1.152420044
3494,8,9.640000343,0.400000006,east,1.152420044
4662,8,9.640000343,0,east,1.152420044
1172,8,9.640000343,0,east,1.152420044
3280,8,9.640000343,0,east,1.152420044
2599,8,9.640000343,0,east,1.152420044
4451,8,9.640000343,0,east,1.152420044
1325,8,9.640000343,1.5,east,1.152420044
3038,8,9.640000343,1.5,east,1.152420044
2009,8,9.640000343,1.5,east,1.152420044
4688,8,9.640000343,1.5,east,1.152420044
3459,6,9.640000343,1.5,other,1.152420044
541,6,9.640000343,1.5,other,1.152420044
2453,6,9.640000343,1.5,other,1.152420044
3571,6,9.640000343,1.5,other,1.152420044
4470,8,9.640000343,0.5,east,1.152420044
153,8,9.640000343,0.5,east,1.152420044
4174,8,9.640000343,0.5,east,1.152420044
1837,8,9.640000343,0.5,east,1.152420044
342,9.5,9.640000343,0.8000000119,other,1.152420044
3106,9.5,9.640000343,0.8000000119,other,1.152420044
1392,9.5,9.640000343,0.8000000119,other,1.152420044
55,9.5,9.640000343,0.8000000119,other,1.152420044
3061,9.5,9.640000343,0.8000000119,other,1.152420044
2982,9.5,9.640000343,0.8000000119,other,1.152420044
874,9.5,9.640000343,0.8000000119,other,1.152420044
3546,8,9.640000343,0.3000000119,east,1.152420044
1920,8,9.640000343,0.3000000119,east,1.152420044
884,8,9.640000343,0.3000000119,east,1.152420044
1658,5.300000191,9.640000343,0.3000000119,other,1.152420044
4002,5.300000191,9.640000343,0.3000000119,other,1.152420044
2480,5.300000191,9.640000343,0.3000000119,other,1.152420044
1643,5.300000191,9.640000343,0.3000000119,other,1.152420044
2155,5.300000191,9.640000343,0.3000000119,other,1.152420044
4016,9.800000191,9.640000343,4.5,other,1.152420044
2929,9.800000191,9.640000343,4.5,other,1.152420044
423,9.800000191,9.640000343,4.5,other,1.152420044
3934,9.800000191,9.640000343,4.5,other,1.152420044
3934,9.800000191,9.640000343,4.5,other,1.152420044
80,9.800000191,9.640000343,4.5,other,1.152420044
3079,9.800000191,9.640000343,4.5,other,1.152420044
4396,9.800000191,9.640000343,4.5,other,1.152420044
1013,9.800000191,9.640000343,4.5,other,1.152420044
2788,9.800000191,9.640000343,4.5,other,1.152420044
1290,9.800000191,9.640000343,4.5,other,1.152420044
4229,9.800000191,9.640000343,4.5,other,1.152420044
3915,9.800000191,9.640000343,4.5,other,1.152420044
369,9.800000191,9.640000343,4.5,other,1.152420044
4675,6.300000191,9.640000343,1.200000048,other,1.152420044
515,10.69999981,9.640000343,0.5,other,1.152420044
2135,10.69999981,9.640000343,0.5,other,1.152420044
1368,10.69999981,9.640000343,0.5,other,1.152420044
1135,10.69999981,9.640000343,0.5,other,1.152420044
1170,10.69999981,9.640000343,0.5,other,1.152420044
1264,10.69999981,9.640000343,0.5,other,1.152420044
3047,10.69999981,9.640000343,0.5,other,1.152420044
2324,10.69999981,9.640000343,0.5,other,1.152420044
1403,10.69999981,9.640000343,0.5,other,1.152420044
1302,10.69999981,9.640000343,0.5,other,1.152420044
2957,10.69999981,9.640000343,0.5,other,1.152420044
1004,5.300000191,9.640000343,1.200000048,other,1.152420044
1402,5.300000191,9.640000343,1.200000048,other,1.152420044
4699,5.300000191,9.640000343,1.200000048,other,1.152420044
1679,5.300000191,9.640000343,1.200000048,other,1.152420044
399,5.300000191,9.640000343,1.200000048,other,1.152420044
23,5.300000191,9.640000343,1.200000048,other,1.152420044
2208,5.300000191,9.640000343,1.200000048,other,1.152420044
438,7,9.640000343,0.1000000015,other,1.152420044
2636,7,9.640000343,0.1000000015,other,1.152420044
2549,7,9.640000343,0.1000000015,other,1.152420044
4377,7,9.640000343,0.1000000015,other,1.152420044
3552,7,9.640000343,0.1000000015,other,1.152420044
1717,7,9.640000343,0.1000000015,other,1.152420044
373,7,9.640000343,0.1000000015,other,1.152420044
775,7.699999809,9.640000343,0.1000000015,other,1.152420044
2936,7.699999809,9.640000343,0.1000000015,other,1.152420044
134,5.599999905,9.640000343,0.400000006,other,1.152420044
696,5.599999905,9.640000343,0.400000006,other,1.152420044
764,8,9.640000343,3.5,east,1.152420044
1847,8,9.640000343,3.5,east,1.152420044
4174,8,9.640000343,3.5,east,1.152420044
2484,8,9.640000343,3.5,east,1.152420044
980,8,9.640000343,3.5,east,1.152420044
773,8,9.640000343,3.5,east,1.152420044
2746,5.300000191,9.640000343,0.6999999881,other,1.152420044
4187,5.300000191,9.640000343,0.6999999881,other,1.152420044
1422,5.300000191,9.640000343,0.6999999881,other,1.152420044
3093,5.300000191,9.640000343,0.6999999881,other,1.152420044
3476,10.19999981,9.640000343,1.200000048,other,1.152420044
1678,10.19999981,9.640000343,1.200000048,other,1.152420044
2172,10.19999981,9.640000343,1.200000048,other,1.152420044
4440,10.19999981,9.640000343,1.200000048,other,1.152420044
3483,10.19999981,9.640000343,1.200000048,other,1.152420044
3567,4.400000095,9.640000343,0.3000000119,east,1.152420044
262,4.400000095,9.640000343,0.3000000119,east,1.152420044
759,4.400000095,9.640000343,0.3000000119,east,1.152420044
2581,4.400000095,9.640000343,0.3000000119,east,1.152420044
4607,4.400000095,9.640000343,0.3000000119,east,1.152420044
1425,4.400000095,9.640000343,0.3000000119,east,1.152420044
1649,4.400000095,9.640000343,0.3000000119,east,1.152420044
3772,4.400000095,9.640000343,0.3000000119,east,1.152420044
302,8.699999809,9.640000343,2,east,1.152420044
2343,8.699999809,9.640000343,2,east,1.152420044
310,8.699999809,9.640000343,2,east,1.152420044
1213,8.699999809,9.640000343,2,east,1.152420044
4205,8.699999809,9.640000343,2,east,1.152420044
3549,8.699999809,9.640000343,2,east,1.152420044
3,8.699999809,9.640000343,2,east,1.152420044
1743,8.699999809,9.640000343,2,east,1.152420044
3817,8.699999809,9.640000343,2,east,1.152420044
2142,8.699999809,9.640000343,2,east,1.152420044
3176,8.699999809,9.640000343,2,east,1.152420044
1595,8.699999809,9.640000343,2,east,1.152420044
3749,8.699999809,9.640000343,2,east,1.152420044
4130,8.800000191,9.640000343,1.5,east,1.152420044
1704,8.800000191,9.640000343,1.5,east,1.152420044
4604,8.800000191,9.640000343,1.5,east,1.152420044
2357,8.800000191,9.640000343,1.5,east,1.152420044
4461,5.599999905,9.640000343,0.5,other,1.152420044
456,5.599999905,9.640000343,0.5,other,1.152420044
1396,5.599999905,9.640000343,0.5,other,1.152420044
1336,5.599999905,9.640000343,0.5,other,1.152420044
2175,5.599999905,9.640000343,0.5,other,1.152420044
4370,5.599999905,9.640000343,0.5,other,1.152420044
3505,8,9.640000343,0.6999999881,east,1.152420044
4377,8,9.640000343,0.6999999881,east,1.152420044
2978,8,9.640000343,0.6999999881,east,1.152420044
4665,8,9.640000343,0.6999999881,east,1.152420044
2951,10.19999981,9.640000343,0,other,1.152420044
3678,10.19999981,9.640000343,0,other,1.152420044
626,6.800000191,9.640000343,2.200000048,other,1.152420044
4727,6.800000191,9.640000343,2.200000048,other,1.152420044
2144,6.800000191,9.640000343,2.200000048,other,1.152420044
1958,6.800000191,9.640000343,2.200000048,other,1.152420044
3247,6.800000191,9.640000343,2.200000048,other,1.152420044
2082,6.800000191,9.640000343,2.200000048,other,1.152420044
2608,9.5,9.640000343,0.1000000015,other,1.152420044
1822,9.5,9.640000343,0.1000000015,other,1.152420044
1576,9.5,9.640000343,0.3000000119,other,1.152420044
2086,9.5,9.640000343,0.3000000119,other,1.152420044
1975,9.5,9.640000343,0.3000000119,other,1.152420044
2725,12.60000038,9.640000343,5.199999809,other,1.152420044
2792,12.60000038,9.640000343,5.199999809,other,1.152420044
3322,12.60000038,9.640000343,5.199999809,other,1.152420044
1122,12.60000038,9.640000343,5.199999809,other,1.152420044
3766,12.60000038,9.640000343,5.199999809,other,1.152420044
4196,8,9.640000343,6,east,1.152420044
4427,8,9.640000343,6,east,1.152420044
4467,8,9.640000343,6,east,1.152420044
3071,8,9.640000343,6,east,1.152420044
3251,8,9.640000343,6,east,1.152420044
1209,8,9.640000343,6,east,1.152420044
1339,10.80000019,9.640000343,6.5,other,1.152420044
2099,10.80000019,9.640000343,6.5,other,1.152420044
365,10.80000019,9.640000343,6.5,other,1.152420044
3213,10.80000019,9.640000343,6.5,other,1.152420044
1990,10.80000019,9.640000343,6.5,other,1.152420044
4156,10.80000019,9.640000343,6.5,other,1.152420044
2744,10.80000019,9.640000343,6.5,other,1.152420044
1732,10.80000019,9.640000343,6.5,other,1.152420044
3254,10.80000019,9.640000343,6.5,other,1.152420044
2413,10.80000019,9.640000343,6.5,other,1.152420044
2071,9.5,9.640000343,2,other,1.152420044
2686,9.5,9.640000343,2,other,1.152420044
1194,9.5,9.640000343,2,other,1.152420044
2721,9.5,9.640000343,2,other,1.152420044
3149,9.5,9.640000343,2,other,1.152420044
1150,9.5,9.640000343,2,other,1.152420044
2984,5.300000191,9.640000343,0.5,other,1.152420044
2471,5.300000191,9.640000343,0.5,other,1.152420044
3170,5.300000191,9.640000343,0.5,other,1.152420044
1031,5.300000191,9.640000343,0.5,other,1.152420044
691,5.300000191,9.640000343,0.5,other,1.152420044
3676,5.300000191,9.640000343,0.5,other,1.152420044
1801,5.300000191,9.640000343,0.5,other,1.152420044
1549,5.300000191,9.640000343,0.5,other,1.152420044
3375,5.300000191,9.640000343,0.5,other,1.152420044
2869,5.300000191,9.640000343,0.5,other,1.152420044
1978,5.300000191,9.640000343,0.5,other,1.152420044
2077,5.300000191,9.640000343,0.5,other,1.152420044
2451,6.300000191,9.640000343,0.400000006,other,1.152420044
3108,6.300000191,9.640000343,0.400000006,other,1.152420044
4635,6.300000191,9.640000343,0.400000006,other,1.152420044
1918,6.300000191,9.640000343,0.400000006,other,1.152420044
2493,6.300000191,9.640000343,0.400000006,other,1.152420044
3149,8,9.640000343,1,east,1.152420044
3874,8,9.640000343,1,east,1.152420044
4681,8,9.640000343,1,east,1.152420044
56,8,9.640000343,1,east,1.152420044
496,8,9.640000343,1,east,1.152420044
4245,8,9.640000343,1,east,1.152420044
2533,8,9.640000343,1,east,1.152420044
3261,8,9.640000343,1,east,1.152420044
108,8,9.640000343,1,east,1.152420044
65,5.300000191,9.640000343,1.100000024,other,1.152420044
3419,5.300000191,9.640000343,1.100000024,other,1.152420044
1878,5.300000191,9.640000343,1.100000024,other,1.152420044
637,4.400000095,9.640000343,0.1000000015,east,1.152420044
164,4.400000095,9.640000343,0.1000000015,east,1.152420044
7,4.400000095,9.640000343,0.1000000015,east,1.152420044
3397,4.400000095,9.640000343,0.1000000015,east,1.152420044
1516,4.400000095,9.640000343,0.1000000015,east,1.152420044
433,4.400000095,9.640000343,0.1000000015,east,1.152420044
2242,4.400000095,9.640000343,0.1000000015,east,1.152420044
1539,5.099999905,9.640000343,0.5,other,1.152420044
102,5.099999905,9.640000343,0.5,other,1.152420044
2455,5.099999905,9.640000343,0.5,other,1.152420044
3679,5.099999905,9.640000343,0.5,other,1.152420044
1783,5.099999905,9.640000343,0.5,other,1.152420044
3270,6.599999905,9.640000343,2,other,1.152420044
539,6.599999905,9.640000343,2,other,1.152420044
1286,6.599999905,9.640000343,2,other,1.152420044
3478,6.599999905,9.640000343,2,other,1.152420044
1628,6.599999905,9.640000343,2,other,1.152420044
3513,8,9.640000343,0.3000000119,east,1.152420044
941,8,9.640000343,0.3000000119,east,1.152420044
1762,8,9.640000343,0.3000000119,east,1.152420044
2426,8,9.640000343,0.3000000119,east,1.152420044
960,8,9.640000343,0.3000000119,east,1.152420044
3480,7.599999905,9.640000343,0.1000000015,other,1.152420044
4124,7.599999905,9.640000343,0.1000000015,other,1.152420044
1541,7.599999905,9.640000343,0.1000000015,other,1.152420044
3707,7.599999905,9.640000343,0.1000000015,other,1.152420044
4074,7.599999905,9.640000343,0.1000000015,other,1.152420044
2480,6.699999809,10.03999996,1.5,other,1.127020001
1252,6.699999809,10.03999996,1.5,other,1.127020001
4064,6.699999809,10.03999996,1.5,other,1.127020001
3528,6.699999809,10.03999996,1.5,other,1.127020001
960,6.699999809,10.03999996,1.5,other,1.127020001
713,5.599999905,10.03999996,0.5,other,1.127020001
2310,5.599999905,10.03999996,0.5,other,1.127020001
4290,5.599999905,10.03999996,0.5,other,1.127020001
3767,5.599999905,10.03999996,0.5,other,1.127020001
1284,5.599999905,10.03999996,0.5,other,1.127020001
4513,4.800000191,10.03999996,1,east,1.127020001
3548,4.800000191,10.03999996,1,east,1.127020001
3443,4.800000191,10.03999996,1,east,1.127020001
713,4.800000191,10.03999996,1,east,1.127020001
3807,4.800000191,10.03999996,1,east,1.127020001
1101,6.199999809,10.03999996,1.5,other,1.127020001
3838,6.199999809,10.03999996,1.5,other,1.127020001
1770,6.199999809,10.03999996,1.5,other,1.127020001
478,7.400000095,10.03999996,4.5,other,1.127020001
1339,5.599999905,10.03999996,0.400000006,other,1.127020001
1953,7.800000191,10.03999996,0.6999999881,other,1.127020001
143,7.800000191,10.03999996,0.6999999881,other,1.127020001
773,7.800000191,10.03999996,0.6999999881,other,1.127020001
1434,7.800000191,10.03999996,0.6999999881,other,1.127020001
3472,7.699999809,10.03999996,0.6999999881,other,1.127020001
3859,7.699999809,10.03999996,0.6999999881,other,1.127020001
1592,7.699999809,10.03999996,0.6999999881,other,1.127020001
2679,7.699999809,10.03999996,0.6999999881,other,1.127020001
3788,7.699999809,10.03999996,0.5,other,1.127020001
2566,7.699999809,10.03999996,0.5,other,1.127020001
9,7.699999809,10.03999996,0.5,other,1.127020001
2580,7.699999809,10.03999996,0.5,other,1.127020001
3045,7.699999809,10.03999996,0.5,other,1.127020001
4096,6.900000095,10.03999996,1,other,1.127020001
1365,6.900000095,10.03999996,1,other,1.127020001
1254,6.699999809,10.03999996,1.200000048,other,1.127020001
4720,6.699999809,10.03999996,1.200000048,other,1.127020001
1255,6.699999809,10.03999996,1.200000048,other,1.127020001
3378,6.699999809,10.03999996,0.1000000015,other,1.127020001
2683,6.699999809,10.03999996,0.1000000015,other,1.127020001
3699,6.699999809,10.03999996,0.1000000015,other,1.127020001
4664,5.900000095,10.03999996,1.5,other,1.127020001
1469,5.900000095,10.03999996,1.5,other,1.127020001
3682,5.900000095,10.03999996,1.5,other,1.127020001
2754,5.900000095,10.03999996,1.5,other,1.127020001
1924,5.900000095,10.03999996,1.5,other,1.127020001
2897,5.900000095,10.03999996,1.5,other,1.127020001
3100,5.900000095,10.03999996,1.5,other,1.127020001
1412,9.100000381,10.03999996,0.3000000119,other,1.127020001
2613,9.100000381,10.03999996,0.3000000119,other,1.127020001
1116,9.100000381,10.03999996,0.3000000119,other,1.127020001
2957,9.100000381,10.03999996,0.3000000119,other,1.127020001
796,9.100000381,10.03999996,0.3000000119,other,1.127020001
3669,9.100000381,10.03999996,0.3000000119,other,1.127020001
3435,5.599999905,10.03999996,0,other,1.127020001
1315,4.800000191,10.03999996,1.5,east,1.127020001
1827,4.800000191,10.03999996,1.5,east,1.127020001
2072,4.800000191,10.03999996,1.5,east,1.127020001
3393,4.800000191,10.03999996,1.5,east,1.127020001
3832,4.800000191,10.03999996,1.5,east,1.127020001
2991,4.800000191,10.03999996,1.5,east,1.127020001
1637,4.800000191,10.03999996,1.5,east,1.127020001
2241,4.800000191,10.03999996,1.5,east,1.127020001
2712,4.800000191,10.03999996,1.5,east,1.127020001
4319,4.800000191,10.03999996,1.5,east,1.127020001
4613,4.800000191,10.03999996,1.5,east,1.127020001
1537,6.199999809,10.03999996,0.5,other,1.127020001
1104,6.199999809,10.03999996,0.5,other,1.127020001
1191,6.199999809,10.03999996,0.5,other,1.127020001
354,6.199999809,10.03999996,0.5,other,1.127020001
2630,6.199999809,10.03999996,0.5,other,1.127020001
133,6.199999809,10.03999996,0.5,other,1.127020001
4490,6.199999809,10.03999996,0.5,other,1.127020001
418,6.199999809,10.03999996,0.5,other,1.127020001
4114,6.199999809,10.03999996,0.5,other,1.127020001
2474,7.400000095,10.03999996,1,other,1.127020001
1327,7.400000095,10.03999996,1,other,1.127020001
4109,7.400000095,10.03999996,1,other,1.127020001
2908,6.699999809,10.03999996,1.5,other,1.127020001
4024,6.699999809,10.03999996,1.5,other,1.127020001
3858,6.699999809,10.03999996,1.5,other,1.127020001
3084,6.199999809,10.03999996,0.1000000015,other,1.127020001
2867,6.199999809,10.03999996,0.1000000015,other,1.127020001
4042,6.199999809,10.03999996,0.1000000015,other,1.127020001
3232,6.199999809,10.03999996,0.1000000015,other,1.127020001
4106,6.199999809,10.03999996,0.1000000015,other,1.127020001
